300 33585
130 298 12
131 4 8.53
131 5 6.56
131 19 10.8
131 28 10.7
131 29 6.32
131 35 7.43
131 39 9.62
131 40 7.29
131 42 10.9
131 50 9.11
131 56 9.96
131 60 11.1
131 70 6.31
131 71 9.82
131 74 8.98
131 75 6.43
131 79 8.19
131 80 7.89
131 81 10.2
131 82 10.1
131 84 10.9
131 85 7.59
131 86 7.41
131 89 9.09
131 93 7.69
131 96 6.13
131 98 9.74
131 101 11.9
131 103 10.1
131 110 11.6
131 114 11.6
131 115 7.41
131 119 10.4
131 124 10.4
131 132 9.74
131 133 8.78
131 137 11.2
131 138 7.58
131 143 6.67
131 144 6.95
131 145 8.7
131 146 11.3
131 150 8.83
131 153 6.28
131 157 6.45
131 158 9.36
131 160 11.9
131 164 7.44
131 165 10.1
131 168 6.35
131 169 7.67
131 172 7.87
131 174 6.37
131 175 7.79
131 176 7.58
131 180 6.39
131 181 8.01
131 185 6.47
131 186 8.03
131 187 8.02
131 194 7.12
131 195 12
131 196 8.47
131 201 10.6
131 202 10.6
131 205 8.44
131 207 6.46
131 208 8.58
131 211 10.5
131 212 8.51
131 214 7.43
131 215 8.42
131 217 10.9
131 218 10.4
131 221 10.8
131 225 8.65
131 226 8.11
131 228 7.84
131 229 11.4
131 230 6.59
131 231 7.28
131 233 6.87
131 235 11.1
131 240 7.31
131 241 8.26
131 242 10.2
131 243 8.55
131 247 11.7
131 251 8.39
131 252 8.53
131 253 11.8
131 254 10.8
131 257 8.11
131 260 6.03
131 261 10.3
131 263 7.46
131 264 9.34
131 266 9.82
131 269 9.1
131 271 10.1
131 272 6.38
131 275 9.39
131 276 6.73
131 279 11.7
131 280 11.8
131 281 10.3
131 288 11.2
131 290 11.8
131 291 9.46
131 292 8.27
131 295 9.09
132 8 11.8
132 10 7.17
132 19 6.42
132 22 6.42
132 28 8.7
132 29 6.1
132 32 6.52
132 37 9.7
132 42 9.69
132 44 10.8
132 49 6.46
132 52 10.5
132 56 11.2
132 61 7.31
132 62 8.34
132 64 9.34
132 65 9.34
132 67 8.39
132 69 8.85
132 71 10.2
132 75 7.41
132 87 7.63
132 117 6.18
132 122 7.1
132 125 9.76
132 127 11.1
132 128 10
132 130 11.1
132 133 7.96
132 135 7.29
132 137 7.16
132 138 10.8
132 140 8.29
132 145 8.16
132 146 7.77
132 147 7.7
132 149 7.78
132 151 10.8
132 152 11.8
132 153 8.67
132 154 10.5
132 156 12
132 158 7.28
132 169 10.4
132 173 11.8
132 174 8.85
132 175 7.3
132 176 11.5
132 177 8.58
132 179 11.5
132 182 9.7
132 184 8.09
132 185 6.06
132 186 10.9
132 191 6.95
132 192 11.3
132 193 6.62
132 194 7.64
132 197 10.4
132 198 11
132 200 10.1
132 201 11.7
132 204 7.36
132 207 6.21
132 210 7.94
132 211 7.69
132 212 9.1
132 213 11
132 214 7.09
132 216 6.73
132 220 10.3
132 221 7.67
132 223 9.84
132 224 6.63
132 226 6.42
132 227 7.86
132 229 6.31
132 232 6.45
132 234 9.23
132 235 10.7
132 238 11.5
132 239 9.83
132 240 9.21
132 241 9.21
132 242 9.9
132 246 8.49
132 248 11.1
132 251 7.63
132 257 8.21
132 258 11.4
132 259 6.26
132 267 6.92
132 269 9.81
132 270 8.74
132 271 8.36
132 275 6.61
132 278 7.82
132 279 9.46
132 280 8.46
132 282 6.7
132 284 6.44
132 286 8.82
132 288 7.21
132 291 7.54
132 294 10.5
132 296 11
132 298 8.98
132 299 10.3
133 0 8.29
133 6 7.45
133 11 6.83
133 12 10.5
133 13 6.18
133 14 10.7
133 20 6.62
133 23 8.52
133 25 9.55
133 26 6.5
133 28 8.14
133 30 11.2
133 39 9.4
133 46 10.4
133 48 9.81
133 54 8.18
133 55 10.9
133 60 11
133 62 7.42
133 69 9.81
133 74 11.7
133 75 6.45
133 93 7.34
133 94 9.1
133 96 6.39
133 97 7.8
133 100 6.49
133 102 11.6
133 113 7.97
133 126 7.62
133 129 6.56
133 130 11.8
133 135 10.1
133 136 8.11
133 138 7.44
133 139 11.2
133 142 7.33
133 143 6.97
133 144 11.3
133 145 6.55
133 147 11.5
133 150 7.77
133 151 7.68
133 153 6.16
133 155 6.53
133 156 9.15
133 157 9.54
133 160 9.79
133 163 10.4
133 164 10.7
133 170 8.29
133 172 8.41
133 173 8.71
133 175 11.3
133 176 7.68
133 177 9.96
133 179 7.92
133 180 11.9
133 181 9.73
133 183 8.28
133 184 6.96
133 186 8.98
133 187 7.55
133 188 8.86
133 192 11.5
133 193 8.6
133 196 9.31
133 197 8.71
133 199 8.38
133 201 11.5
133 204 11.4
133 205 7.06
133 210 10.1
133 215 9.61
133 216 9.2
133 218 10.2
133 219 8.58
133 220 11.8
133 222 6.14
133 223 9.19
133 224 6.71
133 225 6.14
133 228 6.99
133 229 7.61
133 231 10.4
133 237 7
133 239 9.81
133 240 6.81
133 242 11.5
133 243 10.4
133 244 11.5
133 245 8.66
133 246 11.8
133 247 11.1
133 257 10
133 260 7.43
133 261 9.3
133 262 7.68
133 264 8.55
133 266 10.7
133 267 10.9
133 271 7.85
133 272 9.83
133 273 7.51
133 275 9.49
133 276 10.8
133 278 7.72
133 279 7.06
133 280 6.62
133 281 8.21
133 283 11.6
133 285 9.36
133 286 11.2
133 287 8.05
133 292 6.72
133 294 6.1
133 295 9.68
133 297 7.85
134 0 9.84
134 8 11.8
134 9 11.9
134 10 6.9
134 13 9.45
134 15 10.5
134 25 6.03
134 28 8.71
134 44 10.9
134 50 11.1
134 53 8.08
134 54 8.28
134 56 9.51
134 64 7.09
134 74 7.61
134 77 8.31
134 78 8.69
134 85 11.9
134 87 9.52
134 90 8.87
134 93 8.5
134 95 9.08
134 96 6.08
134 98 11
134 99 9.48
134 107 8.31
134 109 7.27
134 122 6.89
134 124 10.7
134 131 11.9
134 133 7.51
134 135 10.1
134 136 11.1
134 137 11.8
134 138 8.99
134 140 11.1
134 142 6.4
134 144 8.35
134 151 8.95
134 152 10.8
134 155 9.04
134 156 9.21
134 166 6.64
134 167 8.22
134 170 8.51
134 172 11.3
134 174 8.84
134 177 8.35
134 178 11
134 186 8.05
134 187 11.3
134 190 11.8
134 192 8.66
134 198 7.62
134 203 6.58
134 208 8.29
134 210 7.77
134 211 6.03
134 214 11.7
134 215 10.5
134 218 10.3
134 219 8.91
134 220 7.5
134 221 6.09
134 222 8.37
134 224 10.4
134 226 7.7
134 227 9.19
134 229 10.3
134 230 8.93
134 232 6.12
134 233 10.7
134 234 6.08
134 235 6.02
134 236 11.6
134 238 11.6
134 239 8.69
134 240 8.2
134 241 6.95
134 243 11.5
134 247 6.32
134 248 6.58
134 253 10.1
134 255 8.68
134 256 7.56
134 258 6.86
134 259 6.79
134 261 6.22
134 265 9.89
134 268 10.8
134 270 6.6
134 272 7.7
134 273 8.52
134 274 10.8
134 275 7.9
134 278 6.17
134 280 10.9
134 285 7.59
134 288 11.5
134 292 8.53
134 293 11.3
134 294 10.9
134 295 9.89
134 297 8.05
134 298 10
134 299 11.9
135 0 8.38
135 2 8.22
135 5 11
135 15 7.59
135 16 8.55
135 24 9.29
135 26 8.51
135 28 11.7
135 33 6.44
135 35 11.4
135 36 7.93
135 40 10.4
135 41 6.17
135 50 10.5
135 51 10.1
135 53 9.67
135 58 9.77
135 61 8.81
135 62 7.73
135 63 6.64
135 65 10.3
135 67 6.97
135 70 10.7
135 73 9.36
135 86 6.97
135 87 6.08
135 88 7.31
135 90 9.87
135 91 7.1
135 92 6.34
135 99 11.4
135 101 9.08
135 102 11.5
135 103 8.45
135 109 6.39
135 115 7.02
135 124 8.88
135 125 9.09
135 126 9.63
135 130 6.72
135 138 9.86
135 142 10.4
135 143 6.9
135 147 10.7
135 149 9.94
135 153 7.11
135 154 8.61
135 155 6.82
135 156 8.85
135 159 10.1
135 161 11.3
135 163 11
135 165 9.14
135 166 7.75
135 167 8.98
135 170 10.8
135 175 10.5
135 177 9.76
135 178 11.4
135 179 8.24
135 180 6.05
135 182 7.86
135 183 9.78
135 184 9.89
135 185 9.23
135 187 11.4
135 190 11.6
135 192 11.5
135 196 6.81
135 197 9
135 199 11.1
135 200 7.57
135 201 7.62
135 203 9.1
135 204 11.7
135 206 7.41
135 207 11.5
135 208 10.4
135 209 7.87
135 210 6.44
135 214 7.99
135 215 8.34
135 217 6.29
135 219 7.01
135 221 8.04
135 226 7.47
135 227 7.13
135 228 6.97
135 229 7.38
135 230 9.1
135 235 9.88
135 239 6.82
135 242 10.2
135 243 10.2
135 244 6.55
135 245 9.56
135 246 8
135 247 10.2
135 253 6.07
135 254 10.1
135 258 7.11
135 261 10.7
135 263 11.3
135 264 6.81
135 265 8.52
135 268 11.2
135 269 7.56
135 271 11.6
135 272 10.8
135 275 9.62
135 276 8.88
135 279 6.67
135 281 9.7
135 284 7.54
135 287 7.28
135 288 9.61
135 292 6.89
135 293 8.57
135 295 7.04
135 297 10.8
135 298 10.1
136 0 8.53
136 1 11.1
136 5 11.9
136 7 11.6
136 8 7.69
136 12 11.5
136 19 7.16
136 23 9.84
136 27 9.93
136 28 8.6
136 33 6.34
136 37 10.8
136 41 6.97
136 49 6.29
136 50 8.53
136 54 11.8
136 55 7.65
136 57 6.42
136 58 8.48
136 66 6.29
136 72 8.08
136 92 11.3
136 93 9.53
136 102 6.69
136 105 11.6
136 107 8.82
136 112 10.5
136 116 9.14
136 120 9.27
136 122 10.8
136 127 6.37
136 129 6.1
136 130 6.35
136 131 11.5
136 135 9.12
136 137 8.25
136 139 10.1
136 140 8.1
136 141 11.5
136 142 11.9
136 143 8.92
136 144 9.32
136 145 11.5
136 146 9.37
136 147 9.57
136 150 7.7
136 151 11.2
136 152 10.7
136 153 6.77
136 155 6.06
136 162 10.2
136 164 10.5
136 165 11.2
136 169 11.3
136 172 6.36
136 173 10
136 174 8.28
136 175 10.8
136 176 9.49
136 180 6.92
136 181 8.34
136 182 7.83
136 188 11.6
136 190 6.73
136 191 10.8
136 192 6.58
136 194 11.4
136 195 7.38
136 196 9.85
136 199 8.44
136 203 10.6
136 204 9.72
136 205 9.64
136 207 9.63
136 208 10.3
136 209 9.9
136 215 9.71
136 216 6.38
136 218 7.83
136 219 9.49
136 220 11.6
136 224 10.5
136 225 11.8
136 228 9.29
136 231 10.9
136 232 10.4
136 233 9.21
136 234 8.96
136 235 11
136 238 8.12
136 239 10.6
136 240 10.1
136 243 9.49
136 245 8.01
136 246 9.63
136 251 8.38
136 255 12
136 257 6.98
136 259 10.8
136 262 12
136 265 10.5
136 266 11.4
136 267 11
136 270 11.2
136 271 7.53
136 274 8.32
136 276 10.5
136 277 11.5
136 278 6.36
136 279 10.9
136 283 8.63
136 284 9.28
136 289 8.4
136 290 10
136 291 10.6
136 294 10.1
136 295 10.2
136 296 7.87
136 297 6.87
136 299 10.8
137 9 8.62
137 11 11.2
137 14 6.37
137 18 7.21
137 21 8.92
137 24 11.4
137 27 11.4
137 32 7.68
137 34 11.7
137 37 9.87
137 39 9.18
137 45 10.2
137 46 6.99
137 50 11.3
137 57 11.4
137 59 9.41
137 62 9.35
137 72 7.47
137 73 12
137 75 6.07
137 76 9.61
137 80 8.9
137 84 10.5
137 93 6.32
137 95 9.15
137 97 7.52
137 98 10.2
137 100 10.5
137 103 11.9
137 110 11.8
137 112 11.4
137 121 9.65
137 124 9.18
137 125 11.9
137 133 8.36
137 140 9.42
137 143 8.63
137 146 9.4
137 148 6.18
137 150 7.93
137 151 7.49
137 153 11.7
137 154 7.87
137 156 12
137 158 9.19
137 160 11.3
137 161 9.21
137 168 6.56
137 170 6.88
137 172 8.43
137 173 10.4
137 174 7.68
137 175 9.24
137 178 10.4
137 179 7.54
137 184 7.2
137 185 10.4
137 187 7.04
137 189 10.1
137 193 8.08
137 194 11
137 201 10.2
137 202 6.87
137 203 11.1
137 205 9.77
137 208 7.18
137 210 9.11
137 212 9.84
137 213 11.6
137 219 8.94
137 221 8.79
137 223 11.6
137 225 6.37
137 226 7.73
137 228 8.55
137 229 11.8
137 232 11.4
137 233 7.91
137 234 8.61
137 235 9.92
137 238 8.46
137 241 10
137 242 10.9
137 243 10.1
137 244 8.98
137 245 7.81
137 247 8.2
137 248 11.5
137 249 8.62
137 250 8.3
137 256 9.85
137 257 8.94
137 258 11.8
137 260 11.9
137 270 8.39
137 271 8.93
137 272 6.7
137 275 10.6
137 276 10.5
137 277 9.47
137 288 9.26
137 290 7.44
137 291 10.6
137 292 11.9
137 294 9.04
137 298 10.9
138 0 7.92
138 5 11.8
138 7 6.52
138 8 11.7
138 13 10.6
138 17 8.05
138 21 9.53
138 31 8.89
138 44 11.3
138 46 8.25
138 48 10.2
138 60 8.93
138 65 9.38
138 68 11
138 73 9.02
138 76 10.7
138 81 7.22
138 82 6.55
138 84 6.95
138 88 7.44
138 91 8.42
138 93 11.3
138 95 11.7
138 96 8.21
138 97 8.55
138 100 6.76
138 101 6.42
138 102 7.44
138 104 11
138 111 7.12
138 115 9.44
138 116 6.37
138 136 11.1
138 139 9.3
138 141 11
138 142 8.39
138 145 8.77
138 146 7.07
138 152 10.5
138 155 7.08
138 156 12
138 157 11.4
138 158 10.5
138 161 7.17
138 162 7.57
138 164 11.4
138 165 6.5
138 166 7.05
138 167 10.1
138 169 7.56
138 170 9.66
138 171 11
138 172 10.4
138 179 8.25
138 181 10.4
138 182 9.69
138 183 6.11
138 185 10.1
138 186 7.46
138 189 6.34
138 191 9.14
138 194 9.53
138 197 6.52
138 198 7.73
138 202 10.8
138 203 10.5
138 204 10.7
138 205 7.3
138 206 7.51
138 208 7.63
138 209 8.48
138 212 8.76
138 215 7.69
138 216 9.39
138 217 6.43
138 218 9.54
138 219 8.17
138 223 8.98
138 228 8.36
138 229 11.4
138 235 10.1
138 236 8.82
138 238 11
138 240 10.1
138 241 9.9
138 242 8.25
138 244 6.79
138 246 9.22
138 248 8.2
138 250 9.8
138 252 8.46
138 255 8.98
138 259 7.35
138 260 10.2
138 261 9.84
138 262 8.92
138 263 7.01
138 266 11.2
138 268 7.01
138 269 11.2
138 270 6.65
138 271 10.5
138 274 8.66
138 277 7.43
138 278 6.28
138 280 8.71
138 281 10.2
138 284 11.4
138 287 9.29
138 289 9.09
138 295 10.4
138 296 11.3
138 299 10.2
139 5 8.77
139 10 9.9
139 12 11.7
139 16 7.74
139 20 6.22
139 23 11.8
139 25 7.36
139 28 8.97
139 30 10.8
139 33 8.1
139 45 10.9
139 49 11.4
139 57 11.4
139 61 9.25
139 63 6.78
139 74 8.96
139 89 9.93
139 103 11
139 106 8.84
139 107 7.07
139 112 10.4
139 113 8.53
139 116 6.56
139 117 11.3
139 119 10.6
139 124 11.7
139 126 12
139 128 6.2
139 134 10.9
139 135 10.2
139 137 6.89
139 142 9.46
139 143 8.66
139 148 6.17
139 149 7.1
139 151 12
139 153 11.9
139 154 7.77
139 156 9.06
139 157 12
139 158 11.7
139 159 6.27
139 160 6.91
139 161 9.27
139 164 6.99
139 169 11.1
139 171 6.78
139 173 6.73
139 174 6.01
139 175 9.34
139 177 11.4
139 179 9.04
139 180 9.07
139 184 6.96
139 186 8.71
139 188 11.7
139 193 10.9
139 194 7.88
139 195 10.8
139 196 7.96
139 197 10.8
139 198 11.6
139 201 9.37
139 202 10.3
139 209 7.44
139 213 9.58
139 214 9.62
139 219 8.19
139 220 11.1
139 223 7.47
139 225 10.5
139 226 8.21
139 227 10
139 228 7.43
139 229 11
139 231 9.53
139 234 7.29
139 235 9.71
139 236 6.33
139 237 6.23
139 241 8.01
139 244 11.3
139 246 8.08
139 247 9.35
139 248 10.6
139 249 9.7
139 250 11.7
139 251 11.2
139 252 8.16
139 258 8.68
139 264 10.7
139 265 10.4
139 268 9.69
139 270 8.57
139 271 9.94
139 274 10.1
139 275 11.3
139 277 6.23
139 279 11.9
139 280 9.95
139 282 7.73
139 284 10.9
139 288 8.33
139 289 6.29
139 290 11.1
139 291 10
139 292 8.63
139 293 8.49
139 294 8.04
139 295 9.06
139 298 11.1
140 4 7.76
140 8 10.5
140 10 11.9
140 12 10.7
140 16 9.08
140 20 10.2
140 33 7.33
140 41 7.31
140 44 6.55
140 46 6.4
140 61 11.3
140 66 10.6
140 71 9.29
140 76 8.54
140 82 8.82
140 83 9.22
140 86 8.04
140 87 9.95
140 92 11.8
140 97 8.43
140 98 7.96
140 108 6.73
140 109 10.4
140 111 8.67
140 121 8.77
140 126 10.4
140 133 9.68
140 135 11.1
140 138 8.95
140 141 9.51
140 143 11.4
140 144 6.55
140 145 11.3
140 146 10.9
140 148 9.68
140 149 11.6
140 151 10.9
140 152 12
140 154 9.47
140 159 6.87
140 162 8.79
140 164 7.43
140 166 6.82
140 167 8.34
140 169 11.6
140 170 8.02
140 172 8.14
140 173 10.8
140 175 11.4
140 178 11.9
140 181 8.1
140 182 7.5
140 184 9.03
140 186 6.44
140 191 7.63
140 192 6.69
140 193 6.26
140 194 6.63
140 196 6.46
140 197 6.39
140 202 11.6
140 208 10.1
140 209 10
140 210 10.7
140 212 10.4
140 213 10.2
140 215 9.19
140 217 8.39
140 220 6.85
140 222 7.71
140 225 11.3
140 227 7.97
140 228 7.88
140 232 11.4
140 233 8.94
140 235 7.49
140 236 11.1
140 242 6.03
140 243 6.7
140 244 8.03
140 245 8.86
140 247 9.9
140 248 6.15
140 249 10.6
140 250 11.7
140 251 6.36
140 253 8.84
140 257 8.64
140 258 10.1
140 259 6.19
140 261 8.7
140 263 8.11
140 264 11.2
140 266 6.29
140 269 6.34
140 272 7.76
140 274 8.89
140 279 7.38
140 280 10.7
140 282 8.28
140 285 8.7
140 286 6.98
140 288 10.8
140 290 8.31
140 292 10.8
140 293 10.7
140 296 11.6
140 298 11.4
140 299 6.65
141 3 7.2
141 11 10.9
141 13 11.8
141 31 7.7
141 34 6.64
141 39 9.9
141 40 8.57
141 48 11.9
141 49 9.25
141 51 8.51
141 52 8.86
141 56 7.92
141 62 8.48
141 64 6.73
141 70 11.4
141 79 6.16
141 80 7.91
141 94 9.18
141 105 10.3
141 106 11.2
141 108 9.4
141 111 7.2
141 115 11
141 121 9.23
141 123 7.26
141 126 6.28
141 128 9.52
141 134 8.66
141 137 7.25
141 139 7.48
141 142 7.09
141 143 6.8
141 151 7.17
141 153 9.5
141 156 8.54
141 157 11.2
141 158 8.67
141 160 10.7
141 162 11.4
141 163 11.9
141 164 11.8
141 169 10.3
141 170 8.3
141 171 8.67
141 173 7.56
141 174 9.58
141 176 6.64
141 179 7.73
141 180 8.38
141 183 10.8
141 185 9.9
141 186 9.44
141 187 6.71
141 189 6.93
141 190 6.66
141 192 10.6
141 194 7.82
141 195 8.57
141 196 9.9
141 197 10.6
141 198 7.75
141 199 6.34
141 201 9.9
141 202 10.5
141 203 11.6
141 204 9.69
141 209 11.3
141 210 7.92
141 212 7.24
141 213 12
141 214 10.9
141 215 9.1
141 216 9.13
141 221 9.2
141 222 6.12
141 226 6.33
141 228 9.7
141 230 10.9
141 231 7.9
141 236 10.5
141 237 7.84
141 239 7.03
141 241 10.4
141 242 8.46
141 245 7.7
141 246 9.81
141 251 11.3
141 252 11.8
141 257 8.37
141 259 7.95
141 262 10.1
141 266 10.2
141 267 9.98
141 268 9.1
141 270 9.65
141 271 6.63
141 272 11.1
141 273 6.91
141 274 11.3
141 275 9.84
141 276 11.4
141 278 10.4
141 281 11.5
141 283 6.78
141 284 6.98
141 285 6.33
141 286 11.7
141 287 7.52
141 289 6.01
141 292 9.82
141 293 7.64
141 294 11.8
141 295 9.93
142 0 11.8
142 2 7.59
142 3 10.2
142 7 10.6
142 9 11.3
142 10 8.37
142 11 10.4
142 12 7.18
142 21 9.74
142 22 11.9
142 23 7.6
142 31 9.36
142 32 11.3
142 33 8.42
142 36 11.4
142 44 10.7
142 49 6.23
142 51 8.06
142 54 8.91
142 62 11.1
142 64 6.75
142 65 6.15
142 67 11.2
142 68 7.69
142 70 9.99
142 73 7.6
142 75 8.97
142 90 10.6
142 92 6.5
142 93 9.56
142 94 8.67
142 99 10.6
142 104 9.23
142 106 11.8
142 108 9.34
142 109 7.41
142 113 10.9
142 114 6.28
142 115 7.04
142 116 10.6
142 117 6.92
142 119 6.84
142 126 11
142 129 6.24
142 131 6.32
142 137 7.04
142 143 9.23
142 144 10.9
142 145 10.7
142 146 10.1
142 147 6.33
142 149 11.6
142 151 8.6
142 155 6.95
142 156 6.75
142 157 8.97
142 159 10.3
142 165 8.77
142 168 8.45
142 170 9.32
142 174 8.22
142 175 6.9
142 177 9.44
142 178 6.53
142 179 7.37
142 181 11.2
142 182 6.06
142 184 10.6
142 189 9.1
142 190 6.24
142 191 6.84
142 192 8.48
142 193 8.19
142 194 7.83
142 195 10.7
142 196 7.25
142 198 9.63
142 201 9.6
142 202 8.64
142 203 11.1
142 204 10.7
142 205 9.01
142 206 10.9
142 207 11.3
142 208 11.4
142 210 10.4
142 211 6.62
142 213 9.82
142 215 6.52
142 216 6.27
142 217 6.48
142 219 12
142 220 7.49
142 222 6.57
142 224 11.1
142 225 9.78
142 227 10.4
142 228 9.36
142 231 7.47
142 240 10.8
142 241 8.46
142 243 9.39
142 245 7.17
142 246 10.3
142 248 6.82
142 249 6.75
142 252 11.7
142 255 8.07
142 256 8.53
142 258 11.4
142 259 10.3
142 260 9.23
142 262 6.03
142 264 8.89
142 266 11
142 268 9.97
142 269 7.98
142 274 10.7
142 276 11.9
142 277 9.95
142 279 9.09
142 282 10.8
142 283 11.9
142 284 9.54
142 288 10.7
142 289 6.16
142 290 11.5
142 293 7.64
142 294 10.4
142 297 7.09
143 0 11.2
143 2 9.62
143 7 6.33
143 30 10.9
143 35 6.07
143 36 6.53
143 38 11.8
143 39 7.23
143 41 9.39
143 47 8.18
143 49 11.4
143 51 8.25
143 53 10.5
143 54 10.8
143 56 8.13
143 58 6.01
143 68 8.93
143 69 11.3
143 77 10
143 89 8.15
143 94 10.5
143 106 8.53
143 113 11.6
143 114 8.55
143 119 11.4
143 124 8.38
143 134 8.64
143 138 6.06
143 149 8.78
143 151 6.66
143 152 7.76
143 154 7.6
143 157 8.36
143 158 11.5
143 160 6.52
143 162 6.79
143 163 6.58
143 169 9.57
143 172 7.39
143 173 9.33
143 175 10.6
143 176 6.51
143 177 11.7
143 181 10.8
143 183 8.86
143 186 11.1
143 188 9.46
143 193 9.06
143 195 8.79
143 196 8.26
143 197 11.5
143 199 10.1
143 201 11.2
143 203 10.4
143 204 9.25
143 205 7.47
143 206 7.79
143 211 7.01
143 213 6.41
143 214 11
143 215 8.96
143 217 11.2
143 219 10.6
143 220 10.5
143 222 8.54
143 224 11.7
143 227 7.74
143 228 11.2
143 229 7.82
143 230 8.95
143 233 7.31
143 236 10
143 237 11.2
143 240 11
143 245 6.77
143 246 9.37
143 247 6.77
143 248 8.08
143 249 10.2
143 250 6.23
143 251 8.53
143 253 9.01
143 255 8.43
143 256 9.88
143 261 7.71
143 262 9.56
143 264 11.1
143 265 10.2
143 266 11.7
143 267 9.58
143 268 10.1
143 269 7.82
143 270 11.7
143 272 11.8
143 274 6.75
143 277 8.75
143 278 8.61
143 279 11.8
143 280 6.41
143 281 8.3
143 283 7.51
143 285 11.4
143 286 10.1
143 289 10.3
143 291 7.17
143 294 8.65
143 296 11.5
143 297 9.23
143 299 7.11
144 10 7.16
144 15 9.26
144 16 9.26
144 17 8
144 22 8.03
144 26 8.48
144 31 11
144 37 7.12
144 43 12
144 56 11.3
144 61 11.2
144 63 10.2
144 64 6.95
144 69 9.64
144 73 7.55
144 74 8.06
144 77 6.02
144 78 10
144 86 8.88
144 87 7.83
144 91 11.9
144 100 11.1
144 106 11.5
144 112 8.37
144 113 9.44
144 114 7.88
144 115 10.7
144 122 9.99
144 135 8.38
144 137 11
144 139 12
144 145 11.2
144 146 6.2
144 147 9
144 148 7.19
144 151 10.7
144 154 11.9
144 156 11.2
144 157 7.21
144 160 10.9
144 161 11.4
144 162 7.12
144 168 7.52
144 170 9.1
144 171 6.9
144 174 11.3
144 177 8.05
144 179 6.43
144 180 8.23
144 183 6.9
144 184 7.05
144 185 8.64
144 187 9.58
144 188 11.1
144 189 10.5
144 193 8.04
144 194 11.2
144 195 11.2
144 196 6.31
144 199 10.8
144 200 8.77
144 201 11
144 203 11.2
144 205 7.36
144 212 11.3
144 218 7.75
144 219 11.4
144 220 11.6
144 221 9.17
144 222 9.32
144 225 7.13
144 226 7.92
144 232 11.9
144 234 7.94
144 240 7.7
144 242 11.4
144 244 7.47
144 245 8.67
144 249 6.1
144 250 8.75
144 252 12
144 255 10.9
144 256 6.99
144 257 8.21
144 259 9.9
144 260 6.14
144 264 10.7
144 265 8.6
144 266 10
144 269 10.7
144 270 11.9
144 271 10.6
144 273 12
144 275 6.82
144 277 8.43
144 280 6.47
144 284 7.64
144 290 11.2
144 293 6.59
144 294 9.2
144 296 6.15
144 299 6.06
145 3 9.33
145 5 8.06
145 7 6.39
145 10 11.8
145 15 10.4
145 16 6.41
145 27 9.99
145 29 7.84
145 32 9.18
145 33 10
145 37 11.3
145 39 11.1
145 42 10.2
145 43 6.83
145 50 9
145 51 9.69
145 53 8.48
145 61 10.5
145 76 8.57
145 81 10.9
145 84 6.24
145 85 9.86
145 86 6.28
145 88 6.76
145 94 10.1
145 96 7.27
145 100 10.4
145 104 8.69
145 109 6.86
145 110 10.6
145 112 10.7
145 117 9.74
145 118 10.6
145 120 7.43
145 121 11
145 125 8.95
145 127 11.9
145 134 10.3
145 135 6.08
145 139 8.34
145 141 6.38
145 143 8.4
145 148 6.62
145 149 9.98
145 150 7.3
145 154 6.61
145 155 9.02
145 161 7.16
145 163 8.56
145 164 10.5
145 166 8.37
145 168 9.7
145 169 6.97
145 173 11.2
145 174 11.2
145 176 10.4
145 179 10.1
145 184 11.7
145 186 7.28
145 187 7.7
145 188 9.53
145 189 10
145 191 8.59
145 193 6.44
145 194 8.44
145 198 6.28
145 199 10.6
145 200 7.02
145 202 10.1
145 204 7.89
145 205 7.04
145 206 6.89
145 207 11.4
145 209 9.07
145 210 7.48
145 211 6.85
145 213 6.17
145 214 6.38
145 215 9.01
145 217 10.4
145 218 6.69
145 222 8.36
145 223 8.93
145 225 7.86
145 226 7.41
145 227 11.5
145 228 8.9
145 229 11.6
145 230 10.9
145 231 10.1
145 233 11.4
145 235 10.3
145 238 11.8
145 241 9.3
145 243 11.3
145 244 8.49
145 245 11.7
145 247 6.62
145 249 8.2
145 252 8.49
145 253 12
145 254 9.44
145 257 10.3
145 264 10.2
145 265 8.66
145 269 8.98
145 270 7.75
145 271 7.46
145 273 6.79
145 276 10.1
145 278 6.71
145 280 10.9
145 281 10.7
145 282 11.1
145 283 6.77
145 284 10.7
145 289 7.95
145 291 8.39
145 292 7.56
145 294 8.88
145 295 11.9
145 296 7.89
145 298 6.48
146 5 6.87
146 7 12
146 8 7.03
146 13 8.06
146 19 10.9
146 20 9.02
146 23 11.2
146 24 11.3
146 28 8.56
146 35 6.18
146 45 9.08
146 49 11.2
146 54 10.1
146 62 8.55
146 63 8.74
146 68 7.98
146 69 8
146 76 10.1
146 82 9.81
146 83 11.5
146 85 7.56
146 88 6.88
146 89 7.06
146 91 11.8
146 92 10.5
146 93 9.94
146 99 10
146 101 8.86
146 114 9.46
146 116 9.88
146 117 9.15
146 119 11.6
146 121 11.3
146 125 6.02
146 134 9
146 145 10.3
146 150 11.3
146 151 11.7
146 152 9.01
146 158 9.37
146 159 6.67
146 161 7.55
146 171 10.3
146 176 9.47
146 177 10.9
146 178 6.61
146 180 9.53
146 181 6.57
146 183 11.8
146 185 9.81
146 188 12
146 190 11.5
146 198 10.8
146 201 11.3
146 202 9.54
146 203 7.95
146 204 9.85
146 206 7.51
146 207 10.6
146 209 7.64
146 210 10
146 211 7.07
146 215 10.3
146 217 10.9
146 218 7.15
146 221 8.61
